ordinal	row_id	manifest_exp_id	source_exp_id	source_method_id	canonical_method_id	method_display	case_id	short_case_id	variant	qpos_path	scene_xml	video_path	contact_mask_path	kin_ref_path	person_idx	hand_collision_variant_id	object_key	object_category	expected_quality	baseline_method_id	baseline_source_exp_id	baseline_variant	baseline_qpos_path	baseline_scene_xml	baseline_contact_mask_path	baseline_kin_ref_path	baseline_status	row_status	notes
21	E162_0021_E148_spiderrubberhand_box026_039_p2	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231018_039_p2	box026_039_p2	E148_box026_039_p2_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_039_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231018_039_p2_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_039_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_039_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231018_039_p2_e106_clean/0/trajectory_kinematic.npz	1	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
22	E162_0022_E148_spiderrubberhand_box026_133_p1	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231020_133_p1	box026_133_p1	E148_box026_133_p1_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_133_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_133_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_133_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_133_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_133_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
23	E162_0023_E148_spiderrubberhand_box026_133_p2	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231020_133_p2	box026_133_p2	E148_box026_133_p2_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_133_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_133_p2_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_133_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_133_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_133_p2_e106_clean/0/trajectory_kinematic.npz	1	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
24	E162_0024_E148_spiderrubberhand_box026_134_p1	E148	E147	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231020_134_p1	box026_134_p1	E148_box026_134_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box026_20231020_134_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_134_p1_e106_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box026_20231020_134_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_134_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_134_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand	E147	E147_e091_box026_20231020_134_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box026_20231020_134_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_134_p1_e106_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box026_134_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_134_p1_e106_clean/0/trajectory_kinematic.npz	ok	ok	
25	E162_0025_E148_spiderrubberhand_box026_134_p2	E148	E147	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231020_134_p2	box026_134_p2	E148_box026_134_p2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box026_20231020_134_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_134_p2_e106_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box026_20231020_134_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_134_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_134_p2_e106_clean/0/trajectory_kinematic.npz	1	rubber_hull	box026	box	review	E147_spider_rubberhand	E147	E147_e091_box026_20231020_134_p2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box026_20231020_134_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_134_p2_e106_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box026_134_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_134_p2_e106_clean/0/trajectory_kinematic.npz	ok	ok	
26	E162_0026_E148_spiderrubberhand_box026_135_p1	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231020_135_p1	box026_135_p1	E148_box026_135_p1_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_135_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_135_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_135_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_135_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_135_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
27	E162_0027_E148_spiderrubberhand_box026_135_p2	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231020_135_p2	box026_135_p2	E148_box026_135_p2_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_135_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_135_p2_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_135_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_135_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_135_p2_e106_clean/0/trajectory_kinematic.npz	1	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
28	E162_0028_E148_spiderrubberhand_box026_138_p2	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231020_138_p2	box026_138_p2	E148_box026_138_p2_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_138_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_138_p2_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_138_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_138_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_138_p2_e106_clean/0/trajectory_kinematic.npz	1	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
29	E162_0029_E148_spiderrubberhand_box026_20231020_139_p2	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231020_139_p2	box026_20231020_139_p2	E148_box026_20231020_139_p2_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_20231020_139_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_139_p2_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_20231020_139_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_20231020_139_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_139_p2_e106_clean/0/trajectory_kinematic.npz	1	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
30	E162_0030_E148_spiderrubberhand_box026_141_p1	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231020_141_p1	box026_141_p1	E148_box026_141_p1_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_141_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_141_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_141_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_141_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_141_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
31	E162_0031_E148_spiderrubberhand_box026_141_p2	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231020_141_p2	box026_141_p2	E148_box026_141_p2_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_141_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_141_p2_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_141_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_141_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231020_141_p2_e106_clean/0/trajectory_kinematic.npz	1	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
32	E162_0032_E148_spiderrubberhand_box026_137_p1	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231023_137_p1	box026_137_p1	E148_box026_137_p1_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_137_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_137_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_137_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_137_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_137_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
33	E162_0033_E148_spiderrubberhand_box026_139_p1	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231023_139_p1	box026_139_p1	E148_box026_139_p1_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
34	E162_0034_E148_spiderrubberhand_box026_20231023_139_p2	E148	E148	spider-rubberhand	E148_spiderrubberhand	spider-rubberhand	e091_box026_20231023_139_p2	box026_20231023_139_p2	E148_box026_20231023_139_p2_rubber_hull	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_20231023_139_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p2_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_20231023_139_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_20231023_139_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p2_e106_clean/0/trajectory_kinematic.npz	1	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
35	E162_0035_E150_off05_box021_035_p2	E150	E147	off05	E150_off05	off05	d003_box021_20231011_035_p2	box021_035_p2	E150_box021_035_p2_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	ok	ok	
36	E162_0036_E150_off08_box021_035_p2	E150	E150	off08	E150_off08	off08	d003_box021_20231011_035_p2	box021_035_p2	E150_box021_035_p2_off08	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p2_off08_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p2_off08_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	ok	ok	
37	E162_0037_E150_off11_box021_035_p2	E150	E150	off11	E150_off11	off11	d003_box021_20231011_035_p2	box021_035_p2	E150_box021_035_p2_off11	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p2_off11_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p2_off11_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	ok	ok	
38	E162_0038_E150_off05_box023_person2	E150	E147	off05	E150_off05	off05	box023_person2	box023_person2	E150_box023_person2_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
39	E162_0039_E150_off08_box023_person2	E150	E150	off08	E150_off08	off08	box023_person2	box023_person2	E150_box023_person2_off08	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box023_person2_off08_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box023_person2_off08_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
